819992522109894658 842072478834909184
1020031177720147968 842072478834909184
720740954018291712 842072478834909184
1065295646863822848 842072478834909184
1721127212 842072478834909184
1088610966944780288 842072478834909184
50130164 842072478834909184
14186393 842072478834909184
994735599004389376 842072478834909184
2347915641 842072478834909184
284345360 842072478834909184
1092687435753054209 842072478834909184
707765278923337728 842072478834909184
887066222721994752 842072478834909184
234659757 842072478834909184
3001638185 842072478834909184
811336942478618624 842072478834909184
2745472088 842072478834909184
797709835752054784 842072478834909184
41700163 842072478834909184
4146895612 842072478834909184
1093074225672404992 842072478834909184
160009685 842072478834909184
1008394765380014080 842072478834909184
386785056 842072478834909184
157010330 842072478834909184
848271524658376705 842072478834909184
1086702567395115009 842072478834909184
1093182111111147520 842072478834909184
259269687 842072478834909184
259984320 842072478834909184
38014617 842072478834909184
717715797301272576 842072478834909184
4256313646 842072478834909184
1081535441000640512 842072478834909184
1018413190315536384 842072478834909184
95809518 842072478834909184
2213568979 842072478834909184
823241385985867777 842072478834909184
60205788 842072478834909184
1059530147949432832 842072478834909184
1086490038425341952 842072478834909184
1093017079551148034 842072478834909184
20025571 842072478834909184
401264554 842072478834909184
1093037526292455425 842072478834909184
2362698073 842072478834909184
470692075 842072478834909184
1090685117851303937 842072478834909184
68569603 842072478834909184
324560117 842072478834909184
994347255401533440 842072478834909184
978046066363916288 842072478834909184
326234419 842072478834909184
1079477231641116673 842072478834909184
103666242 842072478834909184
1206633840 842072478834909184
776508450746445824 842072478834909184
132999991 842072478834909184
858426398876237824 842072478834909184
608783028 842072478834909184
163968522 842072478834909184
826313385918631936 842072478834909184
1577827470 842072478834909184
773607192163414016 842072478834909184
45419725 842072478834909184
95031947 842072478834909184
1042898596830445568 842072478834909184
65777581 842072478834909184
477378817 842072478834909184
593244163 842072478834909184
1092913707489861633 842072478834909184
1065707946393419778 842072478834909184
808469274612432896 842072478834909184
1088248789763272704 842072478834909184
3544123154 842072478834909184
445540772 842072478834909184
93637779 842072478834909184
1092884477221720064 842072478834909184
970093720325500930 842072478834909184
67315064 842072478834909184
104261675 842072478834909184
1030179319572836360 842072478834909184
17916303 842072478834909184
780838111 842072478834909184
1082070821752000515 842072478834909184
760867125506564096 842072478834909184
2592070430 842072478834909184
1004421227111477248 842072478834909184
17764143 842072478834909184
80354984 842072478834909184
892152914575327234 842072478834909184
292244392 842072478834909184
934566874817347584 842072478834909184
2321801440 842072478834909184
1088437630637813762 842072478834909184
2835002325 842072478834909184
1083075389335965698 842072478834909184
1092779727486562304 842072478834909184
62708499 842072478834909184
3964421368 842072478834909184
2786677072 842072478834909184
1092731651371819013 842072478834909184
3029071939 842072478834909184
31010765 842072478834909184
1043757408290365441 842072478834909184
1092684680976125952 842072478834909184
1004374559708123136 842072478834909184
1077556720828788737 842072478834909184
38230415 842072478834909184
1049556727388143616 842072478834909184
985336928458428421 842072478834909184
4827392747 842072478834909184
1056381578811727872 842072478834909184
985337528659030016 842072478834909184
359627297 842072478834909184
60414719 842072478834909184
1734004554 842072478834909184
832182096 842072478834909184
3383234759 842072478834909184
4511838253 842072478834909184
823135078477864961 842072478834909184
886342792968101889 842072478834909184
44939756 842072478834909184
1081965891569549316 842072478834909184
1539583927 842072478834909184
343169718 842072478834909184
26165038 842072478834909184
2207736532 842072478834909184
116569469 842072478834909184
3589259611 842072478834909184
74311039 842072478834909184
75716273 842072478834909184
783261420200787968 842072478834909184
739611601 842072478834909184
847511722734698499 842072478834909184
1091107168206626816 842072478834909184
1092369592125661185 842072478834909184
4885352559 842072478834909184
1091467359557222400 842072478834909184
1091100078230695936 842072478834909184
817965532364361728 842072478834909184
66266772 842072478834909184
801531471764852736 842072478834909184
1092292797653241856 842072478834909184
925745997430513664 842072478834909184
919278331631210498 842072478834909184
831954076078374914 842072478834909184
1083081803357933569 842072478834909184
1056668195527016448 842072478834909184
17760353 842072478834909184
848358917197443072 842072478834909184
2151760764 842072478834909184
2716836568 842072478834909184
3294212529 842072478834909184
901592489420886020 842072478834909184
1092164810416914432 842072478834909184
1011974351363584000 842072478834909184
1087379731836796933 842072478834909184
1092120655817031681 842072478834909184
4916194391 842072478834909184
395404943 842072478834909184
252203783 842072478834909184
1083556003696783365 842072478834909184
4067627039 842072478834909184
1092044898092675072 842072478834909184
